username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags
frank_vivolo,"Father, foodie, runner & New York City Native with a passion for outstanding customer service and hospitality in healthcare. My tweets are my own.",New York City,2180,1019,2017,2008-12-31 21:59:11,2020-11-13 15:26:21,0,"Today we celebrate the Feast of Mother Cabrini, patron saint of immigrants, hospital administrators and impossible causes.  May we reflect on her compassion and wisdom as a lesson for all of us in our service to others. #MaskUp  #COVID19

@NYGovCuomo @angelo_vivolo https://t.co/OzTJxxyky0","[{'text': 'MaskUp', 'indices': [220, 227]}, {'text': 'COVID19', 'indices': [229, 237]}]"
REngString,"Researcher/teacher in food security, food systems and health, avid cook, veggie gardener, food lover and academic mama.",saskatoon,207,185,245,2011-05-17 18:57:48,2020-11-13 15:26:21,3,"In partnership with @CHASR_USask, SPHERU's Rachel Engler-Stringer and Nazeem Muhajarine are leading timely research on social, political, and health implications and impacts of COVID-19 on our communities. #covid19sk @usask @REngString 
https://t.co/CXiPSu8WMW",[]
NYPDHousing,"NYPD Chief of Housing. Account not monitored 24/7, use 911 for Emergencies, and 311 for Non-Emergencies. User Policy: https://t.co/zsNvfzmw5C",NYC,123,7659,4584,2014-12-03 22:34:36,2020-11-13 15:26:21,7,"In 1958, Dr. Martin Luther King was stabbed in a Harlem department store — then rookie NYPD Officer Al Howard is credited with helping save his life.

While we lost Det Howard last month to #covid, his legacy will live on forever.

https://t.co/mESsM5ACiu",[]
AndrewP8186,I say lots of crazy shit. DMs are open. Just don’t be weird or mean.  Snapchat: andypman1986,"Massachusetts, USA",4672,1975,11097,2012-07-23 16:53:42,2020-11-13 15:26:21,0,"Is anyone else confused as to why we’re all still talking about #COVID19?

@realDonaldTrump said it would end November 4th?

Can someone explain this to me?  I’m a little slow.

#Trump #Biden #Covid #USA #America","[{'text': 'COVID19', 'indices': [64, 72]}, {'text': 'Trump', 'indices': [178, 184]}, {'text': 'Biden', 'indices': [185, 191]}, {'text': 'Covid', 'indices': [192, 198]}, {'text': 'USA', 'indices': [199, 203]}, {'text': 'America', 'indices': [204, 212]}]"
akramhanafiah,"19. Mai’s BabyDino 🙆🏻‍♂️💞 
💘 @mysrh00 18•nov•",Mai’s heart ❤️,370,737,89519,2012-12-20 10:30:10,2020-11-13 15:26:21,46,BREAKING: Mo Salah has tested positive for COVID-19. https://t.co/V66QD0gRkB,[]
Henrik10Henrik,Stolt supporter till Liverpool FC!,,154,223,3413,2012-04-16 05:25:45,2020-11-13 15:26:21,149,"BREAKING: Egyptian FA say Mohamed Salah has tested positive for #coronavirus 

https://t.co/2JsNi69qS2

#LFC https://t.co/IkgcFK0XSX","[{'text': 'coronavirus', 'indices': [80, 92]}, {'text': 'LFC', 'indices': [120, 124]}]"
RepDWStweets,U.S. Congresswoman proudly representing the people of Florida's 23rd District in our nation's capital.,Weston & Washington,2290,16815,5438,2013-02-01 20:31:25,2020-11-13 15:26:21,0,"DeSantis’ decision to hire a #COVID conspiracy theorist to help run FL’s virus response is like hiring a flat earther to run NASA. It’s an objectively stupid decision that puts all of us at risk.
https://t.co/qjhnhJ3njk","[{'text': 'COVID', 'indices': [29, 35]}]"
mikethemadbiol,"I'm a biologist, mad as in angry. Pro-D.C. statehood since 1969.",,1139,3135,50281,2009-03-28 14:17:19,2020-11-13 15:26:21,0,"As of Nov. 12, 2020, D.C. has 18,666 COVID-19 positives and 254,656 negatives (2.6% new tests positive). Six hundred and fifty seven have died to date (no change); 14,160 cleared from isolation. 254/440 ventilators are available. Data from here: https://t.co/duIVjLf0HD",[]
UKRinBRA,Embassy of Ukraine in Brazil / Посольство України в Бразилії / Embaixada da Ucrânia no Brasil,"Brazil, Brasília-DF",553,3677,45201,2014-06-04 18:56:32,2020-11-13 15:26:21,46,"North Korean, Russian hackers target COVID-19 researchers: Microsoft https://t.co/ZvfhAAko3y https://t.co/d5LWTGlSHq",[]
dtscooters,Your favorite authorized online retailer for scooter products! Our focus is scooters that help you reach your travel and mobility dreams! Info@dtscooters.com,Nationwide,60,29,3001,2018-11-01 16:30:50,2020-11-13 15:26:21,0,What to know before hitting the road for the holidays https://t.co/P0kWnuU2ZT,[]
EpL_cHaMpIoNs,#lfc *peace was never an option * #ihateeverythingthatsfrommanchester,,504,151,622,2020-10-11 21:29:58,2020-11-13 15:26:20,0,@brfootball No way Salah has tested positive for covid 19 (1) than martial has had shots on target this season(0),[]
barjhall,"Retired airline tech pro. Climate action, women's issues, consumer + animal advocate; aviation, history + film buff. Hopes FL survives. Trolls blocked.",,593,182,27538,2008-11-30 22:03:13,2020-11-13 15:26:20,1180,"I have tested positive for COVID-19. I am feeling strong, following proper protocols, working from home in Alaska, and ask for privacy at this time. May God Bless Alaska.",[]
silea,#resist. (she/her),Pacific Northwest,104,205,88754,2007-04-05 19:27:55,2020-11-13 15:26:20,6087,"My heart is broken. My 28-year old nephew, Jake, died from Covid-19 last night. I'm so angry! This didn't have to happen to a healthy, young man! Wear a damn mask!💔😢",[]
scottrlevine,"Native New Yorker, Concerned Citizen, Registered Voter","Queens, NY",642,166,15176,2015-08-28 13:07:00,2020-11-13 15:26:20,0,President-elect Biden's new COVID-19 task force gives the US a fresh chance to turn around a public health disaster https://t.co/R0KzFDyZGZ via @ConversationUS,[]
NoName56359631,,,68,38,3811,2018-01-07 15:32:29,2020-11-13 15:26:20,1181,BREAKING: The Egyptian FA confirms Mo Salah has tested positive for COVID-19 https://t.co/yBtx5qUamw,[]
knyaga,"A dad/a hubby/a conflict news cameraman/HEFAT trained/ Follow me on
https://t.co/lgrglg7ifT",Kenya,451,6456,5947,2009-04-26 05:33:17,2020-11-13 15:26:20,0,@SheilaMulinya Hey! I'm around. Covid 19 clipped my wings.,[]
lamajoka,Works for Isolezwe newspaper.  What I write on this platform are my personal opinions.,KZN,2086,1161,12574,2009-03-16 13:26:47,2020-11-13 15:26:20,48,BREAKING: The Egyptian Football Association has confirmed that Mohamed Salah has tested positive for COVID-19. https://t.co/kS1DGsCbRS,[]
twentiee5,"1994; from Shah Alam

                                              bukan copy ori",,268,395,51182,2014-07-10 14:45:29,2020-11-13 15:26:20,55,"Liverpool lose another key player...

The Egyptian FA have confirmed Mohamed Salah has tested positive for COVID-19. https://t.co/qfgES3NcJj",[]
yeeyee187,"loving husband, general ass",YBH,2998,787,294630,2009-11-20 20:22:35,2020-11-13 15:26:20,3440,"80 percent of those who died of Covid-19 in Texas county jails were never convicted of a crime, a new report finds  https://t.co/EjLpTPPQ4E",[]
RiveroJuan_8,Hincha de @CSDColoColo y @DPMChile. Bielsista/ #GoSpursGo.,Puerto Montt,2554,1743,89593,2013-07-01 18:44:26,2020-11-13 15:26:20,1181,BREAKING: The Egyptian FA confirms Mo Salah has tested positive for COVID-19 https://t.co/yBtx5qUamw,[]
wagsrabbit,"IBM Senior Technical Lead, Cloud, Blockchain, AI, cyclist, climber and anything that goes up and down a mountain.",,621,90,2083,2010-12-08 21:14:15,2020-11-13 15:26:20,593,"The nightmare situations happening right now in #ElPaso #NorthDakota #SouthDakota &amp; #Utah may not concern you, but the case #s across the US mean your state could be next. It will be disastrous. 1,549 people died of #COVID19 on Wednesday-the highest toll since April. #WearAMask","[{'text': 'ElPaso', 'indices': [65, 72]}, {'text': 'NorthDakota', 'indices': [73, 85]}, {'text': 'SouthDakota', 'indices': [86, 98]}, {'text': 'Utah', 'indices': [105, 110]}]"
davidbaah_,Architect. Art.  @ChelseaFC. J Cole Stan. Tech enthusiast.,,424,436,25616,2011-12-17 18:20:11,2020-11-13 15:26:20,1181,BREAKING: The Egyptian FA confirms Mo Salah has tested positive for COVID-19 https://t.co/yBtx5qUamw,[]
blogTO,"Toronto's source for local news and culture, restaurant reviews, event listings and the best of the city. Subscribe to our daily podcast Only in Toronto.",Toronto,11858,675036,93826,2007-03-15 13:41:17,2020-11-13 15:26:20,46,"Ontario is reporting 1,396 cases of #COVID19. Locally, there are 440 new cases in Toronto, 440 in Peel and 155 in York Region. There are 1,018 more resolved cases and over 40,500 tests completed.

Today’s numbers will be available at 10:30 a.m. at https://t.co/ypmgZbVRvn.","[{'text': 'COVID19', 'indices': [57, 65]}]"
Mark_Kalet,"Mets,Raiders,Rangers Conservative then Republican. Married to the Most Beautiful Woman in the World Mrs. Philippines America 2018 a legal immigrant I block Libs",Connecticut/Philippines ,3082,1764,19443,2009-01-21 19:56:56,2020-11-13 15:26:20,73,"""In England there were 139,545 patients left waiting more than 52 weeks to start their hospital treatment - up from just 1,305 in September 2019."" https://t.co/79WM82zGqt",[]
prestoneli2,thought provoker,,831,96,42794,2019-05-08 18:12:24,2020-11-13 15:26:19,21,"Former Amazon Worker Files Lawsuit Claiming Company Put Black and Latinx Employees at Higher Risk for COVID-19: 

https://t.co/e7oyigL7D1 https://t.co/0HoWq5VVMA",[]
Beastroll,Voluntad D.,Asshai,990,2100,261689,2013-06-18 09:30:19,2020-11-13 15:26:19,1181,BREAKING: The Egyptian FA confirms Mo Salah has tested positive for COVID-19 https://t.co/yBtx5qUamw,[]
WCIPGLASGOW,Wellcome Centre for Integrative Parasitology. Our aim is to develop new approaches to the control of parasites and the diseases they cause.,Glasgow,3580,4101,8957,2010-06-28 12:22:16,2020-11-13 15:26:19,0,Thanks #Malawi your handmade bags are coming in handy in our lab during #COVID19 for storing our lab coats. @UofGDeanGlobal @LAZARUSCHAKWERA @AndrewPWaters @mphondak @amizere @MipandoMwapa @UKinMalawi @WilMandala 🏴󠁧󠁢󠁳󠁣󠁴󠁿 🇲🇼 https://t.co/9yXMJVNTfy,"[{'text': 'Malawi', 'indices': [7, 14]}, {'text': 'COVID19', 'indices': [72, 80]}]"
ArdentDarkKirby,"Free-thinker, aspiring philosopher, bookworm, sci-fi fantasy writer, video-gamer, moviegoer, ardent debater who enjoys a whole variety of topics!

🇺🇸🇺🇦🇵🇱","Jensen Beach, FL",3534,465,17607,2018-01-28 08:27:22,2020-11-13 15:26:19,356,"NEW: Supreme Court Justice Alito said in recent remarks that the COVID-19 pandemic has caused ""previously unimaginable"" restrictions on liberty and warned that the US must prevent the freedom of speech ""from becoming a second-tier constitutional right."" https://t.co/sBcLadvMS3",[]
Rosenchild,@HubBucket and @ProsumerSoft Founder President and CEO | U.S. Navy Cryptology #Veteran | Former CTO CIO CISO 🇺🇸 Facts First because Facts Save Lives,"Brooklyn, NY",10682,12467,750897,2012-02-02 01:05:50,2020-11-13 15:26:19,57,"“We're not in a place where we're saying shut the whole country down. We’ve got to be more targeted.""

Co-chair of Biden’s task force @vivek_murthy speaks out on the president-elect's plan for fighting the COVID surge. https://t.co/wXT5WTx240 https://t.co/7f4iUg26Cz",[]
Trickpa93,Mes tweets n'engagent que ma personne,Saint Denis,2231,964,91302,2012-12-21 16:13:26,2020-11-13 15:26:19,1181,BREAKING: The Egyptian FA confirms Mo Salah has tested positive for COVID-19 https://t.co/yBtx5qUamw,[]
MichaeIUK97,peaked at 13,,721,1899,16254,2016-10-26 13:16:14,2020-11-13 15:26:19,1181,BREAKING: The Egyptian FA confirms Mo Salah has tested positive for COVID-19 https://t.co/yBtx5qUamw,[]
Spex49383312,"sorry, i had to unmute",,198,14,1473,2018-05-04 16:12:22,2020-11-13 15:26:19,3696,A small wedding in Maine: 177 infected with COVID. 7 dead. https://t.co/uec45VbUhv,[]
jacqueline93818,,"California, USA",79,20,14161,2019-05-24 12:42:02,2020-11-13 15:26:19,302,"GEM💎❤️ @McndOfficial_ will be joining #DEARTMRW
Get ready and follow @kampglobal
👉https://t.co/QFLD1UaIYZ
All proceeds go to #COVID19 aid and relief efforts.

G-STAR KAMP 2020 #DearTomorrow #FromHome #MCND #Castle_J #BIC #MINJAE #HUIJUN #WIN https://t.co/pYoBXPCNLh","[{'text': 'DEARTMRW', 'indices': [55, 64]}]"
Ins4n3_G4M3R,"Steam: Ins4n3 CS:GO Pro #Mavericks and Everything Tech! you name it! Twin Cities and Mankato,MN","Minnesota, USA",3736,455,46145,2011-04-23 10:25:06,2020-11-13 15:26:19,1181,BREAKING: The Egyptian FA confirms Mo Salah has tested positive for COVID-19 https://t.co/yBtx5qUamw,[]
TheWarrenBrown,,,101,9,19,2012-12-06 03:02:11,2020-11-13 15:26:19,17,#BREAKING: Nova Scotia announcing no new cases of COVID-19 today for the first time since October 29. Nova Scotia Health Authority's labs completed 891 tests yesterday. There are currently 19 cases of the virus considered active. https://t.co/6zC4mKyPmo,"[{'text': 'BREAKING', 'indices': [13, 22]}]"
Ianmurren,,"Danbury, CT",510,156,5705,2009-04-10 19:36:45,2020-11-13 15:26:19,1,Minnesota is offering its citizens free at home COVID-19 testing. https://t.co/cT69CihLwG 😷,[]
Ativie_,proper deviant | RIP Grant 💔,Nigeria,1316,1622,225808,2011-02-27 23:12:53,2020-11-13 15:26:19,48,BREAKING: The Egyptian Football Association has confirmed that Mohamed Salah has tested positive for COVID-19. https://t.co/kS1DGsCbRS,[]
imshivmgoyal,"No questions no αnswers just see the world through my eyes.
No mαtter where I go, I know where I cαme from🗾
Instαgrαm - shivαmgoyαll
Snαpchαt - shivαmgoyαll",India,562,194,66294,2017-10-30 12:44:46,2020-11-13 15:26:19,4,"#Maharashtra records 4,132 new #COVID19 cases, taking tally to 17,40,461, while 127 fatalities put death toll at 45,809

#CoronavirusOutbreak","[{'text': 'Maharashtra', 'indices': [15, 27]}, {'text': 'COVID19', 'indices': [46, 54]}]"
rainyoldlady,"#TheResistance, Progressive Christian. LGBTQ 🏳️‍🌈 ally. non profit employee, Married 37 yrs. Nurse for 27 yrs, Mother of 2, Grammy to 3 #wearamask😷","Dallas, TX",21165,20409,34295,2012-11-09 04:07:09,2020-11-13 15:26:19,0,"Yeh, ummmm. . .Cruises aren’t a ‘thing’ during a pandemic. #COVID19 #liveandlearn https://t.co/Kx7ePff7q4","[{'text': 'COVID19', 'indices': [59, 67]}, {'text': 'liveandlearn', 'indices': [68, 81]}]"
Dolphanatic,"Sports, College Football and Miami Dolphins Diehard Fan",Spain,554,410,10567,2010-04-22 14:48:15,2020-11-13 15:26:19,18,"Liverpool’s Mohamed Salah has tested positive for COVID-19 while on international duty, the Egyptian FA has confirmed https://t.co/6aGATpFxi7",[]
walepipzy001,FOOTBALL LOVER🛑 @LIVERPOOLFC FAN 🛑 Liverpudlian 🛑 VIRGIN BOY 🛑 #YNWA 🛑 HISTORIAN 🛑 PROUDLY MUSLIM 🛑,"Lagos, Nigeria",1052,846,16038,2018-05-04 15:35:50,2020-11-13 15:26:19,96,Breaking: The Egyptian FA has confirmed Mohamed Salah has tested positive for COVID-19. https://t.co/frfhHc9NzS,[]
mrtim111,#lfc fan and ⚽️ fan. Likes playing video games on computer. #YNWA 🔴,"England, UK",690,631,79294,2009-08-04 14:32:06,2020-11-13 15:26:19,18,"Egyptian FA confirm Mo Salah has tested positive for COVID-19.

""The medical survey conducted showed that our international player Mohamed Salah [of] Liverpool was infected with the Coronavirus after his survey came back positive.""",[]
triciadevine65,"mother , wife, Cape Cod, NH, Bostonian, autism advocate ❤️MAdeplorable 🇺🇸 President Donald Trump",Massachusetts ,581,116,1930,2012-09-20 21:19:35,2020-11-13 15:26:19,1135,"Covid-19?   

It is not nearly as frightening as Biden/Harris-20.",[]
DoogieHowsy,"•Network Engineer •Keeping your Nudes Safe, NO Violation to Data Integrity •I Tweet For My Own Entertainment •Eaglesnation •PSG •Mets, •NETS, #BeanPies","Brooklyn, Melbourne ",604,842,158810,2010-09-23 20:54:16,2020-11-13 15:26:19,18,New York City is approaching the level of positive Covid-19 tests that would trigger a shutdown of in-class schooling https://t.co/lKimPmrBD0,[]
candy_mccloskey,"Retired, Grandma to 6 great kids. ❤️Biden/ Harris Administration ❤️  Wear a mask!",,1064,547,55183,2017-08-26 22:44:18,2020-11-13 15:26:18,17,"Lame Duck Donald's severely bruised ego will result in tens of thousands more Americans losing their lives to Covid-19.

He's abandoned his post. #25thAmendmentNow",[]
eaglewarrior427,"Speak up and never back down from what is right.  Z10
🚫 MAGATs🚫",,10151,10400,45497,2017-12-13 01:13:30,2020-11-13 15:26:18,3,"I was listening to @NPR &amp; a guest said about the deaths from #COVID19 - 🦠 

It’s like 3-4 planes crash &amp; all passengers die, not once but every 👏🏼 Single 👏🏽Day 👏🏿 for 👏🏻 months.

45 says nothing. 

How many plane crashes will it take to get him &amp; magas to get it? 
#ONEV1 https://t.co/QF3HtXdqBb","[{'text': 'COVID19', 'indices': [86, 94]}]"
ENR_NE,"Coverage of New Hampshire, Maine, Massachusetts, Rhode Island and Vermont deliver 2X a year as a special supplement to @ENRNews. Photo: Dennis Lee",,177,618,1190,2014-04-21 18:34:21,2020-11-13 15:26:18,0,Several ENR New England Best Projects teams contributed to efforts to battle COVID-19. Read about all the winners here: https://t.co/aazYPRLbvW,[]
brenda20208,tempus fugit,,211,455,21626,2020-01-06 00:42:43,2020-11-13 15:26:18,665,"What are the odds the “huge spike” in #COVID19 cases the media is reporting is all bullshit? 

I’d say it’s a high probability!","[{'text': 'COVID19', 'indices': [55, 63]}]"
thezacc18,"Starmtrooper/Labour Party Supporter
F1 Fan
Leicester City Fan
RT & Like a lot of Tweets",,4864,235,64075,2018-07-19 15:04:59,2020-11-13 15:26:18,55,"Liverpool lose another key player...

The Egyptian FA have confirmed Mohamed Salah has tested positive for COVID-19. https://t.co/qfgES3NcJj",[]
rebsless,"Snippets about nothing in particular, just random life observations and cheekiness. Mostly retweets because other people are funnier and smarter.",,209,193,2544,2014-03-08 19:08:42,2020-11-13 15:26:18,2,"“Only 55 people attended the Aug. 7 reception at the Big Moose Inn in Millinocket. But one of those guests arrived with a coronavirus infection. Over the next 38 days, the virus spread to 176 other people. Seven of them died.” https://t.co/qOjZ8yVbjq",[]
Asher_qt,🏳️‍🌈 34+ Queer nerd. 💭 Creative type 🗣 Games & Depression 🌟 they/them 💛🤍💜🖤,Meffa ☄️,385,143,22561,2008-09-19 04:18:05,2020-11-13 15:26:18,215,"Rich countries have already bought 80% of supplies of Pfizer's potential #COVID19 vaccine through 2021. Experts say: ""There's not much left for everyone else.""

Many signed a plan to help distribute vaccines to poorer countries, but the U.S. (which ordered up to 600M) did not. https://t.co/gzNwjxGzu6","[{'text': 'COVID19', 'indices': [85, 93]}]"
IsabelValin,,,434,305,91130,2011-10-08 18:52:37,2020-11-13 15:26:18,150,"https://t.co/evYJZf6Wp5 A study found ""the most powerful correlation between national numbers of daily new coronavirus cases and daily Covid-19 deaths was indoor relative humidity."" This supports my favorite hypothesis about seasonality! Marr et al. 2019 J Royal Soc Interface",[]
fattaswrld,"with a hint of 🇿🇦 Home of #fuckboyparking 🖕🏼 Memes, sports, all types of man shit! 🤣🍺🥃🏒🏀🎣 Welcome to my world! 😎",Sauga City,32,720,1290,2011-10-12 16:15:30,2020-11-13 15:26:18,0,@btoadcathy @CP24 Doesn’t make sense. So COVID-19 isn’t contagious between 6pm and 10am and also Sunday’s? Pretty sure viruses don’t discriminate..,[]
